1985-12-10, 15:37, 31391.65, 1985.942,  2,  4,  348.05,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1985-12-16, 15:53, 31397.66, 1985.958,  2,  0,  352.57,  0,  3,     NaN,  0,  3,     NaN,  1,  3, -8.100,  1,  3, -1.298,  0,  9,    NaN
1985-12-23, 15:19, 31404.64, 1985.977,  2,  0,  349.72,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.930,  1,  0, -0.968,  0,  9,    NaN
1985-12-30, 15:38, 31411.65, 1985.996,  2,  0,  351.36,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.060,  1,  0, -1.068,  0,  9,    NaN
1986-01-06, 15:31, 31418.65, 1986.015,  2,  4,  350.72,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1986-01-14, 15:45, 31426.66, 1986.037,  2,  4,  358.32,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1986-01-20, 15:23, 31432.64, 1986.054,  2,  0,  351.13,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.049,  1,  0, -0.858,  0,  9,    NaN
1986-01-27, 15:18, 31439.64, 1986.073,  2,  4,  355.04,  0,  3,     NaN,  0,  3,     NaN,  1,  2, -8.059,  1,  2, -0.928,  0,  9,    NaN
1986-02-03, 14:55, 31446.62, 1986.092,  2,  4,  353.12,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1986-02-10, 16:22, 31453.68, 1986.111,  2,  0,  352.41,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.141,  1,  0, -0.703,  0,  9,    NaN
1986-02-17, 15:28, 31460.64, 1986.131,  2,  4,  354.71,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1986-02-24, 16:13, 31467.68, 1986.150,  2,  0,  350.66,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.991,  1,  0, -0.503,  0,  9,    NaN
1986-03-03, 15:37, 31474.65, 1986.169,  2,  0,  353.51,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.131,  1,  0, -0.793,  0,  9,    NaN
1986-03-10, 16:31, 31481.69, 1986.188,  1,  4,  351.62,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1986-03-17, 15:32, 31488.65, 1986.207,  2,  0,  352.82,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.241,  1,  0, -0.883,  0,  9,    NaN
1986-03-25, 19:42, 31496.82, 1986.230,  1,  4,  352.14,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1986-03-31, 16:18, 31502.68, 1986.246,  2,  0,  351.69,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.031,  1,  0, -0.333,  0,  9,    NaN
1986-04-07, 17:02, 31509.71, 1986.265,  2,  0,  352.98,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.051,  1,  0, -0.676,  0,  9,    NaN
1986-04-14, 16:27, 31516.69, 1986.284,  2,  0,  352.85,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.041,  1,  0, -0.356,  0,  9,    NaN
1986-04-21, 11:53, 31523.50, 1986.303,  2,  0,  353.00,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.101,  1,  0, -0.436,  0,  9,    NaN
1986-04-28, 15:13, 31530.63, 1986.322,  2,  4,  354.62,  0,  3,     NaN,  0,  3,     NaN,  1,  2, -8.071,  1,  2, -0.374,  0,  9,    NaN
1986-05-05, 15:03, 31537.63, 1986.341,  2,  4,  353.71,  0,  3,     NaN,  0,  3,     NaN,  1,  2, -8.041,  1,  2, -0.654,  0,  9,    NaN
1986-05-12, 17:54, 31544.75, 1986.361,  2,  4,  353.53,  0,  3,     NaN,  0,  3,     NaN,  1,  2, -8.031,  1,  2, -0.514,  0,  9,    NaN
1986-05-19, 15:52, 31551.66, 1986.380,  2,  0,  353.50,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.061,  1,  0, -0.414,  0,  9,    NaN
1986-05-26, 15:45, 31558.66, 1986.399,  1,  4,  353.73,  0,  3,     NaN,  0,  3,     NaN,  1,  2, -8.061,  1,  2, -0.174,  0,  9,    NaN
1986-06-02, 15:10, 31565.63, 1986.418,  1,  4,  352.64,  0,  3,     NaN,  0,  3,     NaN,  1,  2, -8.001,  1,  2, -0.324,  0,  9,    NaN
1986-06-09, 15:59, 31572.67, 1986.437,  2,  0,  352.38,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.001,  1,  0, -0.224,  0,  9,    NaN
1986-06-16, 16:09, 31579.67, 1986.457,  2,  0,  350.84,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.851,  1,  0, -0.084,  0,  9,    NaN
1986-06-23, 14:57, 31586.62, 1986.476,  2,  0,  350.94,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.941,  1,  0, -0.304,  0,  9,    NaN
1986-06-30, 15:15, 31593.64, 1986.495,  2,  0,  349.10,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.711,  1,  9,  0.226,  0,  9,    NaN
1986-07-07, 15:40, 31600.65, 1986.514,  2,  0,  349.10,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.861,  1,  0, -0.754,  0,  9,    NaN
1986-07-14, 15:40, 31607.65, 1986.533,  2,  0,  347.59,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.751,  1,  0, -0.624,  0,  9,    NaN
1986-07-21, 15:01, 31614.63, 1986.552,  1,  4,  343.06,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1986-07-28, 15:40, 31621.65, 1986.572,  2,  0,  343.00,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.461,  1,  0, -0.652,  0,  9,    NaN
1986-08-04, 15:52, 31628.66, 1986.591,  2,  0,  341.97,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.441,  1,  0, -1.012,  0,  9,    NaN
1986-09-01, 15:27, 31656.64, 1986.668,  2,  0,  339.00,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.350,  1,  9, -2.615,  0,  9,    NaN
1986-09-08, 16:57, 31663.71, 1986.687,  1,  4,  339.99,  0,  3,     NaN,  0,  3,     NaN,  1,  2, -7.380,  1,  2, -1.475,  0,  9,    NaN
1986-09-15, 16:52, 31670.70, 1986.706,  1,  4,  339.28,  0,  3,     NaN,  0,  3,     NaN,  1,  2, -7.330,  1,  2, -1.545,  0,  9,    NaN
1986-09-22, 15:35, 31677.65, 1986.725,  2,  0,  339.30,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.370,  1,  0, -1.745,  0,  9,    NaN
1986-09-29, 16:26, 31684.68, 1986.744,  2,  0,  341.24,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.470,  1,  0, -1.835,  0,  9,    NaN
1986-10-06, 15:26, 31691.64, 1986.763,  2,  4,  341.98,  0,  3,     NaN,  0,  3,     NaN,  1,  2, -7.480,  1,  2, -1.585,  0,  9,    NaN
1986-10-20, 15:12, 31705.63, 1986.802,  2,  0,  344.41,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.596,  1,  9,  0.195,  0,  9,    NaN
1986-10-27, 16:14, 31712.68, 1986.821,  2,  0,  346.48,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.736,  1,  0, -1.505,  0,  9,    NaN
1986-11-03, 17:08, 31719.71, 1986.840,  2,  0,  348.99,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1986-11-10, 17:08, 31726.71, 1986.859,  2,  0,  347.48,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.726,  1,  0, -0.965,  0,  9,    NaN
1986-11-17, 17:21, 31733.72, 1986.879,  2,  0,  348.07,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.786,  1,  0, -1.045,  0,  9,    NaN
1986-11-24, 16:34, 31740.69, 1986.898,  2,  0,  348.74,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.816,  1,  0, -0.955,  0,  9,    NaN
1986-12-01, 17:55, 31747.75, 1986.917,  2,  0,  348.18,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.776,  1,  0, -0.815,  0,  9,    NaN
1986-12-08, 14:53, 31754.62, 1986.936,  2,  0,  348.86,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.836,  1,  0, -0.775,  0,  9,    NaN
1986-12-15, 14:01, 31761.58, 1986.955,  2,  0,  349.36,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.779,  1,  0, -0.452,  0,  9,    NaN
1986-12-22, 13:40, 31768.57, 1986.974,  2,  0,  349.93,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.829,  1,  0, -0.642,  0,  9,    NaN
1986-12-29, 14:56, 31775.62, 1986.993,  2,  0,  350.15,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.839,  1,  0, -0.602,  0,  9,    NaN
1987-01-06, 14:06, 31783.59, 1987.015,  2,  0,  350.78,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.899,  1,  0, -0.782,  0,  9,    NaN
1987-01-13, 14:09, 31790.59, 1987.034,  3,  0,  352.00,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1987-01-19, 17:44, 31796.74, 1987.051,  2,  0,  351.00,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.899,  1,  0, -0.472,  0,  9,    NaN
1987-01-26, 14:16, 31803.59, 1987.070,  2,  4,  350.78,  0,  3,     NaN,  0,  3,     NaN,  1,  2, -7.939,  1,  2, -0.602,  0,  9,    NaN
1987-02-02, 13:51, 31810.58, 1987.089,  2,  4,  355.56,  0,  3,     NaN,  0,  3,     NaN,  1,  2, -7.958,  1,  2, -0.515,  0,  9,    NaN
1987-02-09, 14:01, 31817.58, 1987.108,  2,  0,  352.02,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.988,  1,  0, -0.465,  0,  9,    NaN
1987-02-16, 14:22, 31824.60, 1987.128,  2,  0,  352.04,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.968,  1,  0, -0.295,  0,  9,    NaN
1987-02-23, 14:00, 31831.58, 1987.147,  2,  4,  353.96,  0,  3,     NaN,  0,  3,     NaN,  1,  2, -7.978,  1,  2, -0.385,  0,  9,    NaN
1987-03-02, 13:49, 31838.58, 1987.166,  2,  4,  352.51,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1987-03-09, 14:00, 31845.58, 1987.185,  2,  0,  353.35,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.121,  1,  0, -0.378,  0,  9,    NaN
1987-03-16, 13:59, 31852.58, 1987.204,  2,  0,  354.02,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.171,  1,  9, -7.618,  0,  9,    NaN
1987-03-23, 14:02, 31859.58, 1987.224,  2,  0,  353.85,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.111,  1,  0, -0.368,  0,  9,    NaN
1987-03-30, 13:58, 31866.58, 1987.243,  2,  0,  354.50,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.123,  1,  0, -0.656,  0,  9,    NaN
1987-04-06, 13:58, 31873.58, 1987.262,  2,  0,  353.49,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.023,  1,  0, -0.646,  0,  9,    NaN
1987-04-13, 13:59, 31880.58, 1987.281,  2,  0,  353.51,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.103,  1,  0, -0.576,  0,  9,    NaN
1987-04-20, 14:00, 31887.58, 1987.300,  1,  4,  354.10,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1987-04-27, 14:04, 31894.59, 1987.319,  2,  4,  354.63,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1987-05-04, 14:00, 31901.58, 1987.339,  2,  0,  354.59,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.073,  1,  0, -0.356,  0,  9,    NaN
1987-05-25, 14:00, 31922.58, 1987.396,  2,  0,  354.23,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.102,  1,  0, -0.354,  0,  9,    NaN
1987-06-01, 14:00, 31929.58, 1987.415,  2,  0,  353.46,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.082,  1,  0, -0.234,  0,  9,    NaN
1987-06-08, 14:00, 31936.58, 1987.434,  2,  0,  353.14,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.082,  1,  0, -0.594,  0,  9,    NaN
1987-06-15, 14:00, 31943.58, 1987.454,  2,  0,  352.06,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.962,  1,  0, -0.364,  0,  9,    NaN
1987-06-22, 14:00, 31950.58, 1987.473,  2,  0,  352.61,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.012,  1,  0, -0.434,  0,  9,    NaN
1987-06-29, 14:00, 31957.58, 1987.492,  2,  0,  351.42,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.942,  1,  0, -0.754,  0,  9,    NaN
1987-07-06, 14:00, 31964.58, 1987.511,  2,  0,  350.44,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.962,  1,  0, -1.074,  0,  9,    NaN
1987-07-13, 14:00, 31971.58, 1987.530,  2,  0,  348.52,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.812,  1,  0, -0.664,  0,  9,    NaN
1987-07-20, 14:00, 31978.58, 1987.550,  2,  0,  347.51,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.653,  1,  0, -0.505,  0,  9,    NaN
1987-07-27, 14:00, 31985.58, 1987.569,  2,  0,  345.01,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.663,  1,  0, -0.745,  0,  9,    NaN
1987-08-03, 14:00, 31992.58, 1987.588,  2,  0,  343.13,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.573,  1,  0, -0.795,  0,  9,    NaN
1987-08-10, 14:01, 31999.58, 1987.607,  2,  0,  341.58,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.503,  1,  0, -0.875,  0,  9,    NaN
1987-08-17, 14:00, 32006.58, 1987.626,  2,  0,  341.56,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.413,  1,  0, -0.795,  0,  9,    NaN
1987-08-24, 14:00, 32013.58, 1987.645,  2,  0,  340.76,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.393,  1,  0, -1.425,  0,  9,    NaN
1987-08-31, 14:00, 32020.58, 1987.665,  2,  0,  339.10,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.293,  1,  0, -1.608,  0,  9,    NaN
1987-09-07, 14:00, 32027.58, 1987.684,  1,  4,  339.43,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1987-09-14, 14:03, 32034.59, 1987.703,  2,  0,  341.03,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.373,  1,  0, -1.328,  0,  9,    NaN
1987-09-21, 13:59, 32041.58, 1987.722,  2,  0,  341.41,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.433,  1,  0, -1.478,  0,  9,    NaN
1987-09-28, 14:01, 32048.58, 1987.741,  2,  0,  341.26,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.443,  1,  0, -1.811,  0,  9,    NaN
1987-10-05, 14:02, 32055.58, 1987.761,  2,  0,  344.71,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.583,  1,  0, -1.801,  0,  9,    NaN
1987-10-12, 14:00, 32062.58, 1987.780,  2,  4,  346.15,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1987-10-19, 14:01, 32069.58, 1987.799,  2,  4,  348.02,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1987-10-26, 15:02, 32076.63, 1987.818,  2,  0,  347.45,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.723,  1,  0, -1.321,  0,  9,    NaN
1987-11-02, 14:03, 32083.59, 1987.837,  2,  4,  348.41,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1987-11-09, 14:02, 32090.58, 1987.856,  2,  4,  350.57,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1987-11-16, 14:01, 32097.58, 1987.876,  2,  4,  351.50,  0,  3,     NaN,  0,  3,     NaN,  0,  9,    NaN,  0,  9,    NaN,  0,  9,    NaN
1987-11-23, 14:01, 32104.58, 1987.895,  2,  0,  350.03,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.882,  1,  0, -0.745,  0,  9,    NaN
1987-11-30, 14:02, 32111.58, 1987.914,  2,  0,  350.79,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.862,  1,  0, -0.735,  0,  9,    NaN
1987-12-07, 14:12, 32118.59, 1987.933,  2,  0,  352.53,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.931,  1,  0, -0.892,  0,  9,    NaN
1987-12-14, 14:34, 32125.61, 1987.952,  2,  0,  352.78,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.911,  1,  0, -0.722,  0,  9,    NaN
1987-12-21, 16:45, 32132.70, 1987.972,  2,  0,  353.52,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.971,  1,  0, -0.902,  0,  9,    NaN
1987-12-28, 14:26, 32139.60, 1987.991,  2,  0,  351.78,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -7.911,  1,  0, -0.422,  0,  9,    NaN
1988-01-04, 14:01, 32146.58, 1988.010,  2,  0,  351.80,  0,  3,     NaN,  0,  3,     NaN,  1,  0, -8.011,  1,  0, -0.542,  0,  9,    NaN
